freq,unit,hazard,nace_r2,waste,geo\TIME_PERIOD	2004 	2006 	2008 	2010 	2012 	2014 	2016 	2018 	2020 
A,T,HAZ_NHAZ,C10-C12,W072,TR	46990 	0 	36713 	63215 	60327 	85415 	67556 	77893 	86272 
A,T,HAZ_NHAZ,C10-C12,W072,UK	421910 	302026 	274629 	107166 	74179 	82037 	98768 	86845 	: 
A,T,HAZ_NHAZ,C10-C12,W072,XK	: 	: 	: 	: 	0 	230 	192 	203 	2 
A,T,HAZ_NHAZ,C10-C12,W073,AT	751 	14 	13 	101 	22 	9 	12 	8 	12 
A,T,HAZ_NHAZ,C10-C12,W073,BA	: 	: 	: 	: 	16 	6 	7 	2 	2 
A,T,HAZ_NHAZ,C10-C12,W073,BE	79 	258 	10 	50 	4 	0 	1 	9 	3 
A,T,HAZ_NHAZ,C10-C12,W073,BG	49 	10 	42 	8 	58 	39 	22 	7 	13 
A,T,HAZ_NHAZ,C10-C12,W073,CY	4 	65 	70 	67 	92 	105 	196 	116 	240 
A,T,HAZ_NHAZ,C10-C12,W073,CZ	185 	115 	104 	52 	33 	39 	24 	16 b	16 
A,T,HAZ_NHAZ,C10-C12,W073,DE	0 	0 	0 	5981 	9261 	10152 	245 	246 	429 
A,T,HAZ_NHAZ,C10-C12,W073,DK	0 	0 	0 	0 	0 	0 	21 	10 	115 
A,T,HAZ_NHAZ,C10-C12,W073,EE	104 	6 	4 	6 	2 	3 	0 	1 	0 
A,T,HAZ_NHAZ,C10-C12,W073,EL	17 	20 	32 	47 	90 	2 	1 	47 	33 
A,T,HAZ_NHAZ,C10-C12,W073,ES	265 	549 	162 	752 	117 	182 	136 	79 	90 
A,T,HAZ_NHAZ,C10-C12,W073,FI	0 	0 	0 	1 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W073,FR	0 	12000 	30 	30 	39 	39 	369 	378 	290 
A,T,HAZ_NHAZ,C10-C12,W073,HR	35 	64 	101 	42 	56 	55 	24 	35 	24 
A,T,HAZ_NHAZ,C10-C12,W073,HU	68 	30 	19 	579 	1349 	21 	9 	11 	10 
A,T,HAZ_NHAZ,C10-C12,W073,IE	9 	5 	2 	7 	4 	6 	7 	1 	5 
A,T,HAZ_NHAZ,C10-C12,W073,IS	0 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W073,IT	190 	38 	0 	123 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W073,LI	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,T,HAZ_NHAZ,C10-C12,W073,LT	53 	118 	52 	45 	64 	29 	46 	53 	62 
A,T,HAZ_NHAZ,C10-C12,W073,LU	1 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W073,LV	5 	4 	17 	140 	5 	13 	12 	3 	3 
A,T,HAZ_NHAZ,C10-C12,W073,ME	: 	: 	: 	: 	2 	1 	6 	3 	0 
A,T,HAZ_NHAZ,C10-C12,W073,MK	: 	: 	0 	2 	1 	0 	23 	3 	9 
A,T,HAZ_NHAZ,C10-C12,W073,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W073,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W073,NO	16 	26 	27 	0 	0 	1 	1 	12 	3 
A,T,HAZ_NHAZ,C10-C12,W073,PL	322 	508 	219 	3281 	289 	236 	188 	166 	187 
A,T,HAZ_NHAZ,C10-C12,W073,PT	51 	43 	84 	16 	11 	119 	60 	71 b	16 
A,T,HAZ_NHAZ,C10-C12,W073,RO	129 	148 	201 	98 	69 	76 	101 	127 	112 
A,T,HAZ_NHAZ,C10-C12,W073,RS	: 	: 	: 	72 	94 	68 	64 	85 	152 
A,T,HAZ_NHAZ,C10-C12,W073,SE	43 	43 	43 	8 	2 	2 	: c	2 	7 
A,T,HAZ_NHAZ,C10-C12,W073,SI	7 	2 	5 	6 	2 	5 	10 	13 	: c
A,T,HAZ_NHAZ,C10-C12,W073,SK	230 	62 	42 	55 	46 	24 	32 	15 	11 
A,T,HAZ_NHAZ,C10-C12,W073,TR	12 	0 	80 	602 	: 	99 	87 	87 	61 
A,T,HAZ_NHAZ,C10-C12,W073,UK	212 	177 	209 	27 	58 	60 	70 	0 	: 
A,T,HAZ_NHAZ,C10-C12,W073,XK	: 	: 	: 	: 	0 	0 	4 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W074,AT	42512 	16931 	30978 	11201 	8650 	13764 	14657 	15655 	16736 
A,T,HAZ_NHAZ,C10-C12,W074,BA	: 	: 	: 	: 	499 	569 	679 	804 	835 
A,T,HAZ_NHAZ,C10-C12,W074,BE	154596 	36192 	190369 	42016 	26342 	631684 	32803 	28803 	41947 
A,T,HAZ_NHAZ,C10-C12,W074,BG	11908 	5039 	2239 	2116 	5690 	3746 	15787 	3816 	70621 
A,T,HAZ_NHAZ,C10-C12,W074,CY	2865 	2818 	1237 	1173 	1033 	713 	850 	1168 	1071 
A,T,HAZ_NHAZ,C10-C12,W074,CZ	5709 	7154 	9207 	7289 	7307 	7987 	8914 	14402 b	9171 
A,T,HAZ_NHAZ,C10-C12,W074,DE	13718 	8116 	81373 	220621 	276675 	259548 	146677 	141089 	124481 
A,T,HAZ_NHAZ,C10-C12,W074,DK	971 	613 	1087 	2294 	3507 	3453 	3447 	3790 	4557 
A,T,HAZ_NHAZ,C10-C12,W074,EE	4004 	550 	552 	810 	912 	1628 	1294 	1434 	2125 
A,T,HAZ_NHAZ,C10-C12,W074,EL	5037 	6120 	6796 	8560 	7878 	833 	3712 	7911 	8251 
A,T,HAZ_NHAZ,C10-C12,W074,ES	64045 	97830 	56529 	46283 	69358 	65815 	61838 	55763 	61455 
A,T,HAZ_NHAZ,C10-C12,W074,FI	6909 	6369 	11286 	4869 	3191 	3362 	3505 	2797 	4799 
A,T,HAZ_NHAZ,C10-C12,W074,FR	83000 	101000 	73290 	79990 	78067 	77058 	96963 	99366 	99157 
A,T,HAZ_NHAZ,C10-C12,W074,HR	8413 	35968 	1579 	1695 	2727 	5406 	3098 	3137 	3271 
A,T,HAZ_NHAZ,C10-C12,W074,HU	15465 	22775 	3454 	3222 	2914 	14891 	10702 	6819 	7419 
A,T,HAZ_NHAZ,C10-C12,W074,IE	3428 	1031 	1295 	6754 	3782 	4675 	4288 	4426 	6483 
A,T,HAZ_NHAZ,C10-C12,W074,IS	0 	: 	: 	288 	425 	389 	558 	768 	558 
A,T,HAZ_NHAZ,C10-C12,W074,IT	46894 	70912 	68 	82592 	130481 	185538 	210227 	185794 	201529 
A,T,HAZ_NHAZ,C10-C12,W074,LI	: 	: 	133 	94 	66 	149 	25 	15 	: 
A,T,HAZ_NHAZ,C10-C12,W074,LT	569 	582 	1031 	1332 	1340 	3592 	1997 	2273 	2550 
A,T,HAZ_NHAZ,C10-C12,W074,LU	230 	206 	212 	225 	421 	338 	381 	328 	386 
A,T,HAZ_NHAZ,C10-C12,W074,LV	329 	928 	811 	524 	415 	627 	575 	544 	992 
A,T,HAZ_NHAZ,C10-C12,W074,ME	: 	: 	: 	: 	36 	30 	26 	25 	33 
A,T,HAZ_NHAZ,C10-C12,W074,MK	: 	: 	461 	2585 	1402 	1110 	1716 	1212 	4906 
A,T,HAZ_NHAZ,C10-C12,W074,MT	0 	0 	0 	0 	16 	47 	101 	0 	9 
A,T,HAZ_NHAZ,C10-C12,W074,NL	15055 	20026 	21385 	22275 	20915 	23993 	27455 	21827 	20972 
A,T,HAZ_NHAZ,C10-C12,W074,NO	7758 	12590 	13364 	11000 	10011 	25298 	37721 	38321 	26460 
A,T,HAZ_NHAZ,C10-C12,W074,PL	17113 	32890 	20211 	24015 	29842 	41754 	53205 	242167 	78891 
A,T,HAZ_NHAZ,C10-C12,W074,PT	67915 	18033 	7054 	6953 	7036 	7531 	7142 	8834 b	9272 
A,T,HAZ_NHAZ,C10-C12,W074,RO	866 	4745 	8890 	4952 	10632 	7611 	8061 	11359 	11903 
A,T,HAZ_NHAZ,C10-C12,W074,RS	: 	: 	: 	2305 	3498 	3960 	6571 	4457 	4093 
A,T,HAZ_NHAZ,C10-C12,W074,SE	8768 	8768 	8768 	3437 	2616 	11006 	4470 	4140 	3876 
A,T,HAZ_NHAZ,C10-C12,W074,SI	1246 	1293 	1282 	1094 	1641 	176 	1224 	1769 	: c
A,T,HAZ_NHAZ,C10-C12,W074,SK	5950 	3852 	2274 	2010 	2083 	2262 	2146 	2683 	2916 
A,T,HAZ_NHAZ,C10-C12,W074,TR	74189 	0 	16017 	33024 	45522 	28151 	25908 	32971 	37092 
A,T,HAZ_NHAZ,C10-C12,W074,UK	74124 	67727 	53912 	41704 	48265 	45447 	57835 	56840 	: 
A,T,HAZ_NHAZ,C10-C12,W074,XK	: 	: 	: 	: 	671 	121 	134 	251 	201 
A,T,HAZ_NHAZ,C10-C12,W075,AT	6068 	20669 	20430 	14833 	11934 	2650 	3963 	29104 	9554 
A,T,HAZ_NHAZ,C10-C12,W075,BA	: 	: 	: 	: 	304 	283 	289 	326 	385 
A,T,HAZ_NHAZ,C10-C12,W075,BE	10393 	7731 	7479 	15579 	10906 	8641 	11681 	28354 	15546 
A,T,HAZ_NHAZ,C10-C12,W075,BG	4288 	1648 	2752 	2354 	2289 	1792 	1378 	1668 	3043 
A,T,HAZ_NHAZ,C10-C12,W075,CY	475 	205 	297 	477 	128 	34 	34 	33 	106 
A,T,HAZ_NHAZ,C10-C12,W075,CZ	1440 	1070 	1084 	962 	906 	896 	1647 	1387 b	2079 
A,T,HAZ_NHAZ,C10-C12,W075,DE	14486 	10641 	7398 	15904 	17487 	16457 	19130 	21665 	18467 
A,T,HAZ_NHAZ,C10-C12,W075,DK	502 	457 	382 	321 	398 	565 	795 	800 	1016 
A,T,HAZ_NHAZ,C10-C12,W075,EE	1588 	732 	1393 	836 	605 	1578 	1897 	1561 	2789 
A,T,HAZ_NHAZ,C10-C12,W075,EL	7074 	6277 	8550 	6050 	4118 	971 	570 	5359 	2590 
A,T,HAZ_NHAZ,C10-C12,W075,ES	38500 	26048 	30980 	35610 	51744 	57684 	36280 	23686 	25944 
A,T,HAZ_NHAZ,C10-C12,W075,FI	4839 	4165 	4149 	2278 	2834 	3375 	3307 	2571 	13970 
A,T,HAZ_NHAZ,C10-C12,W075,FR	54000 	86000 	108650 	106133 	64336 	63502 	85655 	87892 	135311 
A,T,HAZ_NHAZ,C10-C12,W075,HR	245 	43 	369 	327 	169 	354 	392 	773 	880 
A,T,HAZ_NHAZ,C10-C12,W075,HU	7399 	8574 	2184 	2099 	2959 	1880 	2401 	2984 	1167 
A,T,HAZ_NHAZ,C10-C12,W075,IE	29212 	875 	1688 	6449 	3916 	4988 	5048 	4984 	6320 
A,T,HAZ_NHAZ,C10-C12,W075,IS	0 	: 	: 	90 	85 	178 	251 	272 	489 
A,T,HAZ_NHAZ,C10-C12,W075,IT	21461 	14693 	4221 	54494 	2158 	31749 	33717 	38588 	44619 
A,T,HAZ_NHAZ,C10-C12,W075,LI	: 	: 	167 	170 	20 	654 	779 	786 	: 
A,T,HAZ_NHAZ,C10-C12,W075,LT	253 	55 	985 	1277 	2053 	574 	656 	589 	651 
A,T,HAZ_NHAZ,C10-C12,W075,LU	401 	481 	255 	187 	369 	194 	114 	182 	314 
A,T,HAZ_NHAZ,C10-C12,W075,LV	4 	10 	18646 	747 	665 	33 	589 	489 	1114 
A,T,HAZ_NHAZ,C10-C12,W075,ME	: 	: 	: 	: 	5 	1 	33 	6 	2 
A,T,HAZ_NHAZ,C10-C12,W075,MK	: 	: 	487 	511 	267 	77 	612 	23 	498 
A,T,HAZ_NHAZ,C10-C12,W075,MT	0 	0 	0 	0 	120 	49 	84 	300 	323 
A,T,HAZ_NHAZ,C10-C12,W075,NL	15817 	10598 	16240 	13779 	27230 	7460 	9094 	6252 	5127 
A,T,HAZ_NHAZ,C10-C12,W075,NO	5776 	9375 	9951 	6003 	10027 	8121 	29164 	20379 	15996 
A,T,HAZ_NHAZ,C10-C12,W075,PL	12985 	21493 	17348 	33861 	23311 	21865 	27779 	19591 	23075 
A,T,HAZ_NHAZ,C10-C12,W075,PT	4285 	4537 	4471 	4087 	5530 	4958 	4876 	5361 b	5085 
A,T,HAZ_NHAZ,C10-C12,W075,RO	1135 	8798 	7350 	7757 	12054 	6214 	7016 	12407 	12205 
A,T,HAZ_NHAZ,C10-C12,W075,RS	: 	: 	: 	2392 	3555 	4025 	4914 	4521 	4386 
A,T,HAZ_NHAZ,C10-C12,W075,SE	6748 	6748 	6748 	3660 	5239 	6770 	7336 	6705 	5500 
A,T,HAZ_NHAZ,C10-C12,W075,SI	718 	747 	488 	234 	377 	11 	409 	763 	311 
A,T,HAZ_NHAZ,C10-C12,W075,SK	2040 	1159 	2008 	1025 	1410 	6284 	898 	1328 	1392 
A,T,HAZ_NHAZ,C10-C12,W075,TR	5329 	0 	15582 	14620 	15144 	16440 	25154 	36075 	36197 
A,T,HAZ_NHAZ,C10-C12,W075,UK	180492 	94260 	80736 	31089 	33980 	33523 	31534 	36723 	: 
A,T,HAZ_NHAZ,C10-C12,W075,XK	: 	: 	: 	: 	230 	140 	414 	42 	0 
A,T,HAZ_NHAZ,C10-C12,W076,AT	791 	0 	0 	41 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W076,BA	: 	: 	: 	: 	0 	20 	14 	94 	80 
A,T,HAZ_NHAZ,C10-C12,W076,BE	1122 	547 	314 	481 	478 	4 	360 	566 	533 
A,T,HAZ_NHAZ,C10-C12,W076,BG	27 	0 	1 	22 	2 	6 	2 	32 	214 
A,T,HAZ_NHAZ,C10-C12,W076,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W076,CZ	175 	76 	76 	65 	72 	26 	55 	31 b	52 
A,T,HAZ_NHAZ,C10-C12,W076,DE	324 	221 	369 	281 	128 	80 	119 	36 	44 
A,T,HAZ_NHAZ,C10-C12,W076,DK	0 	0 	0 	0 	13477 	2357 	17182 	19754 	8048 
A,T,HAZ_NHAZ,C10-C12,W076,EE	240 	22 	11 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W076,EL	10 	111 	36 	12 	27 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W076,ES	731 	1286 	430 	460 	663 	352 	255 	114 	280 
A,T,HAZ_NHAZ,C10-C12,W076,FI	0 	0 	0 	1 	10421 	9738 	8796 	8225 	0 
A,T,HAZ_NHAZ,C10-C12,W076,FR	1000 	1000 	640 	590 	124 	1668 	2626 	8191 	2288 
A,T,HAZ_NHAZ,C10-C12,W076,HR	0 	0 	119 	119 	94 	812 	119 	39 	27 
A,T,HAZ_NHAZ,C10-C12,W076,HU	3 	10 	0 	35 	64 	1 	3 	7 	6 
A,T,HAZ_NHAZ,C10-C12,W076,IE	6 	0 	0 	0 	0 	10 	0 	0 	1 
A,T,HAZ_NHAZ,C10-C12,W076,IS	0 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W076,IT	450 	90 	0 	10436 	58 	880 	1053 	651 	365 
A,T,HAZ_NHAZ,C10-C12,W076,LI	: 	: 	1 	0 	0 	0 	0 	0 	: 
A,T,HAZ_NHAZ,C10-C12,W076,LT	0 	23 	5 	18 	195 	205 	207 	1 	1 
A,T,HAZ_NHAZ,C10-C12,W076,LU	18 	5 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W076,LV	0 	0 	8 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W076,ME	: 	: 	: 	: 	0 	1 	5 	0 	6 
A,T,HAZ_NHAZ,C10-C12,W076,MK	: 	: 	2 	1340 	0 	0 	594 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W076,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W076,NL	240 	103 	158 	10 	354 	6 	59 	3506 	4396 
A,T,HAZ_NHAZ,C10-C12,W076,NO	2 	3 	3 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W076,PL	444 	466 	289 	363 	172 	145 	103 	49 	102 
A,T,HAZ_NHAZ,C10-C12,W076,PT	47 	526 	496 	410 	538 	571 	357 	351 b	282 
A,T,HAZ_NHAZ,C10-C12,W076,RO	116 	1 	13 	9 	3 	37 	24 	30 	19 
A,T,HAZ_NHAZ,C10-C12,W076,RS	: 	: 	: 	131 	220 	128 	116 	31 	5 
A,T,HAZ_NHAZ,C10-C12,W076,SE	0 	0 	0 	19 	0 	6 	24 	: c	5142 
A,T,HAZ_NHAZ,C10-C12,W076,SI	3 	68 	83 	74 	83 	0 	226 	193 	: c
A,T,HAZ_NHAZ,C10-C12,W076,SK	50 	39 	39 	29 	14 	7 	1 	3 	0 
A,T,HAZ_NHAZ,C10-C12,W076,TR	1896 	0 	801 	: 	: 	: c	: c	: c	: c
A,T,HAZ_NHAZ,C10-C12,W076,UK	4505 	4613 	5131 	2542 	10022 	2307 	2088 	2023 	: 
A,T,HAZ_NHAZ,C10-C12,W076,XK	: 	: 	: 	: 	0 	0 	0 	0 	20 
A,T,HAZ_NHAZ,C10-C12,W077,AT	3 	2 	0 	2 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,BA	: 	: 	: 	: 	1 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,BE	16 	10 	2 	23 	0 	3 	0 	8 	23 
A,T,HAZ_NHAZ,C10-C12,W077,BG	0 	0 	0 	1 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,CZ	12 	4 	3 	7 	2 	3 	0 	4 b	0 
A,T,HAZ_NHAZ,C10-C12,W077,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,EE	0 	0 	0 	2 	1 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,EL	55 	0 	0 	1 	0 	22 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,ES	60 	30 	35 	11 	64 	16 	16 	1 	18 
A,T,HAZ_NHAZ,C10-C12,W077,FI	1 	0 	0 	0 	0 	1 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,FR	0 	1210 	120 	165 	5 	22 	20 	42 	14 
A,T,HAZ_NHAZ,C10-C12,W077,HR	3 	5 	0 	10 	1 	0 	0 	0 	1 
A,T,HAZ_NHAZ,C10-C12,W077,HU	19 	6 	4 	21 	7 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,IE	21 	0 	0 	6 	8 	7 	0 	1 	0 
A,T,HAZ_NHAZ,C10-C12,W077,IS	0 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,IT	80 	27 	28 	23 	17 	8 	14 	93 	1 
A,T,HAZ_NHAZ,C10-C12,W077,LI	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,T,HAZ_NHAZ,C10-C12,W077,LT	0 	4 	0 	0 	0 	1 	1 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,LU	0 	4 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,LV	0 	0 	15 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,ME	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,MK	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,NL	5 	2 	0 	4 	2 	5 	0 	10 	0 
A,T,HAZ_NHAZ,C10-C12,W077,NO	7 	1 	5 	2 	1 	2 	0 	0 	2 
A,T,HAZ_NHAZ,C10-C12,W077,PL	3 	7 	22 	45 	14 	16 	0 	1 	0 
A,T,HAZ_NHAZ,C10-C12,W077,PT	1 	1 	1 	1 	4 	0 	4 	0 b	0 
A,T,HAZ_NHAZ,C10-C12,W077,RO	0 	1 	1 	3 	0 	0 	0 	1 	0 
A,T,HAZ_NHAZ,C10-C12,W077,RS	: 	: 	: 	3 	5 	3 	1 	4 	4 
A,T,HAZ_NHAZ,C10-C12,W077,SE	10 	10 	10 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,SI	1 	0 	0 	1 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W077,SK	10 	4 	3 	7 	0 	0 	0 	0 	1 
A,T,HAZ_NHAZ,C10-C12,W077,TR	0 	0 	0 	: 	: 	: c	: c	: c	0 
A,T,HAZ_NHAZ,C10-C12,W077,UK	0 	0 	0 	0 	0 	1 	1 	1 	: 
A,T,HAZ_NHAZ,C10-C12,W077,XK	: 	: 	: 	: 	0 	0 	0 	: 	0 
A,T,HAZ_NHAZ,C10-C12,W077_08,AT	2073 	364 	318 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,BE	923 	933 	43160 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,BG	143 	37 	78 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,CY	33 	56 	453 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,CZ	300 	352 	354 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,DE	301 	1048 	437 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,DK	407 	166 	523 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,EE	124 	87 	116 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,EL	627 	252 	1387 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,ES	7422 	2853 	1911 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,FI	201 	215 	77 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,FR	11000 	6400 	1290 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,HR	49 	52 	323 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,HU	656 	704 	1131 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,IE	82 	228 	40 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,IS	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,IT	7823 	6901 	2680 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,LI	: 	: 	5 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,LT	2 	82 	90 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,LU	10 	14 	11 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,LV	17 	21 	22 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,MK	: 	: 	3 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,MT	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,NL	4651 	533 	3052 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,NO	236 	3099 	3285 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,PL	699 	977 	1231 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,PT	271 	363 	840 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,RO	31 	47 	139 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,SE	523 	523 	648 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,SI	88 	67 	42 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,SK	120 	145 	327 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,TR	1013 	0 	553 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W077_08,UK	1819 	1310 	1105 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C10-C12,W081,AT	12 	13 	1 	114 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W081,BA	: 	: 	: 	: 	1 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W081,BE	2 	4 	0 	0 	0 	0 	0 	0 	52 
A,T,HAZ_NHAZ,C10-C12,W081,BG	0 	0 	13 	10 	39 	4 	0 	37 	30 
A,T,HAZ_NHAZ,C10-C12,W081,CY	5 	10 	103 	170 	135 	118 	98 	83 	86 
A,T,HAZ_NHAZ,C10-C12,W081,CZ	24 	28 	131 	79 	129 	17 	26 	83 b	: c
A,T,HAZ_NHAZ,C10-C12,W081,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W081,DK	1 	2 	15 	0 	0 	16 	36 	2 	1 
A,T,HAZ_NHAZ,C10-C12,W081,EE	0 	10 	34 	6 	0 	4 	2 	11 	2 
A,T,HAZ_NHAZ,C10-C12,W081,EL	144 	11 	40 	31 	21 	0 	24 	41 	17 
A,T,HAZ_NHAZ,C10-C12,W081,ES	178 	1771 	284 	185 	60 	151 	51 	30 	293 
A,T,HAZ_NHAZ,C10-C12,W081,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W081,FR	0 	110 	10 	40 	0 	0 	0 	0 	2 
A,T,HAZ_NHAZ,C10-C12,W081,HR	4 	3 	119 	2 	3 	50 	2 	11 	1 
A,T,HAZ_NHAZ,C10-C12,W081,HU	27 	11 	262 	101 	129 	2 	0 	5 	0 
A,T,HAZ_NHAZ,C10-C12,W081,IE	0 	0 	0 	20 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W081,IS	0 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W081,IT	342 	154 	204 	23 	0 	30 	27 	12 	0 
A,T,HAZ_NHAZ,C10-C12,W081,LI	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,T,HAZ_NHAZ,C10-C12,W081,LT	0 	25 	11 	11 	71 	55 	25 	38 	17 
A,T,HAZ_NHAZ,C10-C12,W081,LU	7 	0 	0 	0 	0 	0 	3 	2 	0 
A,T,HAZ_NHAZ,C10-C12,W081,LV	0 	0 	4 	0 	0 	0 	0 	0 	2 
A,T,HAZ_NHAZ,C10-C12,W081,ME	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W081,MK	: 	: 	0 	0 	0 	2 	0 	0 	0 
A,T,HAZ_NHAZ,C10-C12,W081,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 
